employee_name,user_id,email,role,1,functional_unit,department,team,supervisor,date,pc,activity
Morgan Deborah Hoover,MDH0580,Morgan.Deborah.Hoover@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:15,PC-8859,Logon
Jackson Rafael Sutton,JRS0362,Jackson.Rafael.Sutton@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 07:15,PC-1528,Logon
Wynne Xyla Hartman,WXH0872,Wynne.Xyla.Hartman@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:15,PC-3559,Logon
Montana Hannah Arnold,MHA0798,Montana.Hannah.Arnold@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,5 - Lab,Sasha Britanney Quinn,01-04-2010 07:15,PC-4124,Logoff
Jane Zia Day,JZD0888,Jane.Zia.Day@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-04-2010 07:15,PC-4124,Logon
Hedwig Dai Duffy,HDD0806,Hedwig.Dai.Duffy@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-04-2010 07:15,PC-5083,Logoff
Bruce Sawyer Barrera,BSB0990,Bruce.Sawyer.Barrera@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,,Todd Vance Spears,01-04-2010 07:16,PC-5758,Logon
Amy Lucy Chen,ALC0788,Amy.Lucy.Chen@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Delilah Iliana Wilkinson,01-04-2010 07:17,PC-5179,Logon
Jonas Connor Riddle,JCR0921,Jonas.Connor.Riddle@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,6 - Lab,Lillith Adena Matthews,01-04-2010 07:17,PC-6539,Logon
Rogan Reuben Alexander,RRA0938,Rogan.Reuben.Alexander@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-04-2010 07:17,PC-7913,Logon
Seth Harlan Walls,SHW0578,Seth.Harlan.Walls@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:17,PC-9822,Logon
Gil Calvin Lindsay,GCL0016,Gil.Calvin.Lindsay@dtaa.com,AdministrativeAssistant,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-04-2010 07:17,PC-5027,Logon
Garrett Omar Kelly,GOK0238,Garrett.Omar.Kelly@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,01-04-2010 07:18,PC-8893,Logon
Buckminster Connor Bush,BCB0679,Buckminster.Connor.Bush@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,01-04-2010 07:18,PC-4711,Logon
Ivor Herrod Kaufman,IHK0841,Ivor.Herrod.Kaufman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:18,PC-6425,Logon
Sawyer Arden Puckett,SAP0867,Sawyer.Arden.Puckett@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:18,PC-6711,Logon
Alma Leila Duncan,ALD0529,Alma.Leila.Duncan@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:18,PC-3640,Logon
Kenyon Raja Galloway,KRG0158,Kenyon.Raja.Galloway@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,,,Hyatt Trevor Hayes,01-04-2010 07:18,PC-6643,Logon
Teegan Jillian Burris,TJB0302,Teegan.Jillian.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-04-2010 07:18,PC-3581,Logon
Ivan Levi Craig,ILC0838,Ivan.Levi.Craig@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:19,PC-1232,Logon
Renee Ivana Hayden,RIH0777,Renee.Ivana.Hayden@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:19,PC-8865,Logon
Hermione Casey Witt,HCW0419,Hermione.Casey.Witt@dtaa.com,HardwareEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-04-2010 07:19,PC-1485,Logon
Demetrius Alvin Levy,DAL0673,Demetrius.Alvin.Levy@dtaa.com,Physicist,1,2 - ResearchAndEngineering,1 - Research,4 - Lab,Sarah Imelda Juarez,01-04-2010 07:19,PC-1480,Logon
Roth Mannix Simon,RMS0266,Roth.Mannix.Simon@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-04-2010 07:19,PC-0151,Logon
Kibo Dolan Turner,KDT0346,Kibo.Dolan.Turner@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 07:19,PC-5376,Logon
Kay Alexa Logan,KAL0395,Kay.Alexa.Logan@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,01-04-2010 07:20,PC-4545,Logon
Abdul Ralph Deleon,ARD0509,Abdul.Ralph.Deleon@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:20,PC-3372,Logon
Blair Todd Long,BTL0722,Blair.Todd.Long@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 07:21,PC-6824,Logon
Whilemina Pandora England,WPE0538,Whilemina.Pandora.England@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Delilah Iliana Wilkinson,01-04-2010 07:21,PC-2344,Logon
Candice Lunea Fischer,CLF0852,Candice.Lunea.Fischer@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:22,PC-0908,Logon
Honorato Joseph Adkins,HJA0018,Honorato.Joseph.Adkins@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-04-2010 07:23,PC-9787,Logon
Mariko Ivana Mckee,MIM0712,Mariko.Ivana.Mckee@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 07:23,PC-9110,Logon
Casey Edward Joyce,CEJ0109,Casey.Edward.Joyce@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 07:24,PC-2915,Logon
Jeanette Cally Whitfield,JCW0858,Jeanette.Cally.Whitfield@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:24,PC-0925,Logon
Daria Felicia Rowland,DFR0218,Daria.Felicia.Rowland@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:24,PC-6377,Logon
Byron Armand Livingston,BAL0044,Byron.Armand.Livingston@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:25,PC-9255,Logon
Ashely Sarah Shields,ASS0206,Ashely.Sarah.Shields@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:25,PC-7651,Logon
Isaiah Upton Buchanan,IUB0565,Isaiah.Upton.Buchanan@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,01-04-2010 07:25,PC-4032,Logon
Alec Scott Goff,ASG0048,Alec.Scott.Goff@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,,,Kai Wynne Craft,01-04-2010 07:25,PC-2552,Logon
Tyler Eden Talley,TET0621,Tyler.Eden.Talley@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 07:25,PC-2187,Logoff
Alexander Rafael Arnold,ARA0252,Alexander.Rafael.Arnold@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-04-2010 07:25,PC-5027,Logoff
Axel Malik Rosa,AMR0318,Axel.Malik.Rosa@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 07:26,PC-0330,Logon
William Trevor Fuentes,WTF0387,William.Trevor.Fuentes@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,2 - Lab,Kim Dara Sullivan,01-04-2010 07:26,PC-5866,Logon
Akeem Jerry Lopez,AJL0462,Akeem.Jerry.Lopez@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 07:26,PC-8845,Logon
Skyler Deborah Frazier,SDF0017,Skyler.Deborah.Frazier@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-04-2010 07:26,PC-9873,Logon
Raven Deirdre Morrison,RDM0150,Raven.Deirdre.Morrison@dtaa.com,Accountant,1,4 - Finance,1 - Accounting,,Cedric Herrod Gilliam,01-04-2010 07:26,PC-2524,Logon
Hiroko Kiona Faulkner,HKF0831,Hiroko.Kiona.Faulkner@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:27,PC-9564,Logon
Dustin Gage Franco,DGF0443,Dustin.Gage.Franco@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-04-2010 07:27,PC-9183,Logon
Cora Aurora Buckner,CAB0614,Cora.Aurora.Buckner@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,3 - RegionalSales,Winter Veda Burks,01-04-2010 07:27,PC-9196,Logoff
Devin Brett Guzman,DBG0261,Devin.Brett.Guzman@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 07:28,PC-9874,Logon
Zeph Dakota Wilkerson,ZDW0859,Zeph.Dakota.Wilkerson@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:28,PC-5820,Logon
Ulric Colt Holt,UCH0519,Ulric.Colt.Holt@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:28,PC-7309,Logon
Caesar Allen Cash,CAC0889,Caesar.Allen.Cash@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,5 - RegionalFieldService,Blythe Veda Cooke,01-04-2010 07:29,PC-6634,Logon
Ezra Hilel Dyer,EHD0584,Ezra.Hilel.Dyer@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:29,PC-3324,Logon
Oscar Laith Berger,OLB0749,Oscar.Laith.Berger@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 07:29,PC-9681,Logon
Brock William Hunter,BWH0813,Brock.William.Hunter@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-04-2010 07:29,PC-8874,Logon
Dorothy Marny Goff,DMG0358,Dorothy.Marny.Goff@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 07:30,PC-1282,Logon
Magee Ashton Evans,MAE0331,Magee.Ashton.Evans@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 07:30,PC-3839,Logon
Ainsley MacKensie Doyle,AMD0077,Ainsley.MacKensie.Doyle@dtaa.com,ChiefEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Declan Lester Moss,01-04-2010 07:30,PC-1651,Logon
Xanthus Louis Buck,XLB0710,Xanthus.Louis.Buck@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 07:30,PC-2143,Logon
Deirdre Amaya Garcia,DAG0558,Deirdre.Amaya.Garcia@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,01-04-2010 07:30,PC-2164,Logon
Whilemina Liberty Velez,WLV0566,Whilemina.Liberty.Velez@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,3 - Software,Stephanie Briar Harrington,01-04-2010 07:30,PC-7964,Logon
Eugenia Hannah Blanchard,EHB0824,Eugenia.Hannah.Blanchard@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:30,PC-5799,Logon
Fuller Baker Warner,FBW0747,Fuller.Baker.Warner@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 07:30,PC-6183,Logon
Stuart Nicolas Cervantes,SNC0187,Stuart.Nicolas.Cervantes@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 07:30,PC-5456,Logon
Ira Brendan Ball,IBB0359,Ira.Brendan.Ball@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,3 - ElectronicSecurity,Francis Brian Armstrong,01-04-2010 07:30,PC-6776,Logon
Ramona Alma Moses,RAM0447,Ramona.Alma.Moses@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 07:31,PC-8806,Logon
Alden Jesse Day,AJD0074,Alden.Jesse.Day@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,,Declan Lester Moss,01-04-2010 07:31,PC-7052,Logon
Megan Simone Hess,MSH0040,Megan.Simone.Hess@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:31,PC-1107,Logon
Quyn Jolie Rosario,QJR0688,Quyn.Jolie.Rosario@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,4 - Software,Aurora Tatiana Payne,01-04-2010 07:31,PC-7609,Logon
Hilel Tobias Flynn,HTF0641,Hilel.Tobias.Flynn@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 07:31,PC-2731,Logon
Rosalyn Daphne Tillman,RDT0424,Rosalyn.Daphne.Tillman@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,6 - SystemsEngineering,Hadassah Riley Baker,01-04-2010 07:32,PC-4556,Logon
Xenos Rudyard Small,XRS0633,Xenos.Rudyard.Small@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 07:32,PC-8397,Logon
Risa Lana Guthrie,RLG0856,Risa.Lana.Guthrie@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,5 - RegionalSales,Hashim Damon Dudley,01-04-2010 07:32,PC-1313,Logon
Meredith Lunea Delaney,MLD0755,Meredith.Lunea.Delaney@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,4 - RegionalSales,Lysandra Chastity Brennan,01-04-2010 07:32,PC-6609,Logon
Mariko Olga Snyder,MOS0047,Mariko.Olga.Snyder@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:32,PC-6692,Logon
Emerson Tyrone Rojas,ETR0177,Emerson.Tyrone.Rojas@dtaa.com,AdministrativeAssistant,1,5 - SalesAndMarketing,3 - FieldService,,Sharon Britanni Kerr,01-04-2010 07:32,PC-0422,Logon
Ruth Yael Burris,RYB0718,Ruth.Yael.Burris@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Alan Benjamin Holder,01-04-2010 07:32,PC-9706,Logon
August Armando Evans,AAE0190,August.Armando.Evans@dtaa.com,Manager,1,6 - PurchasingAndContracts,1 - Purchasing,,Kirby Bo Pollard,01-04-2010 07:32,PC-8654,Logon
Nicolas Alvin Fitzpatrick,NAF0033,Nicolas.Alvin.Fitzpatrick@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:32,PC-5852,Logon
Deborah Victoria Mcclure,DVM0265,Deborah.Victoria.Mcclure@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-04-2010 07:32,PC-3605,Logon
Jolene Frances Carey,JFC0757,Jolene.Frances.Carey@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:32,PC-1736,Logon
Azalia Orli Beach,AOB0019,Azalia.Orli.Beach@dtaa.com,HumanResourceSpecialist,1,1 - Adminstration,1 - Personnel,,Bethany Xerxes Johnson,01-04-2010 07:32,PC-0215,Logon
Anika Isabella Pennington,AIP0394,Anika.Isabella.Pennington@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,01-04-2010 07:33,PC-8632,Logon
Jin Jonathan Buckley,JJB0127,Jin.Jonathan.Buckley@dtaa.com,MechanicalEngineer,1,3 - Manufacturing,2 - ManufacturingEngineering,,Fritz Dale Ellison,01-04-2010 07:33,PC-4518,Logon
Mallory Carol Spence,MCS0035,Mallory.Carol.Spence@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:33,PC-5117,Logon
Alec Boris Chase,ABC0253,Alec.Boris.Chase@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 07:33,PC-5910,Logon
Tasha Quail Sanchez,TQS0212,Tasha.Quail.Sanchez@dtaa.com,SecurityGuard,1,1 - Adminstration,6 - Security,1 - BuildingSecurity,Clinton Coby Wolfe,01-04-2010 07:33,PC-8804,Logon
Roanna Sacha Monroe,RSM0277,Roanna.Sacha.Monroe@dtaa.com,SystemsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-04-2010 07:33,PC-4159,Logon
Jeanette Eliana Rivera,JER0404,Jeanette.Eliana.Rivera@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,2 - Software,Jocelyn Bree Mccray,01-04-2010 07:33,PC-3424,Logon
Chastity Ima Gibson,CIG0052,Chastity.Ima.Gibson@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,1 - Research,,Summer Leilani Boyer,01-04-2010 07:33,PC-1998,Logon
Igor Ishmael Ward,IIW0249,Igor.Ishmael.Ward@dtaa.com,MechanicalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,1 - MechanicalEngineering,Harper Price Harris,01-04-2010 07:33,PC-9460,Logon
Hector Vance Foster,HVF0067,Hector.Vance.Foster@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,1 - Software,Vance Ira Alston,01-04-2010 07:33,PC-3764,Logon
Hayes William Wheeler,HWW0436,Hayes.William.Wheeler@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-04-2010 07:34,PC-2777,Logon
Plato Ethan Valdez,PEV0323,Plato.Ethan.Valdez@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 07:34,PC-3733,Logon
Pearl Georgia Owen,PGO0433,Pearl.Georgia.Owen@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-04-2010 07:34,PC-0647,Logon
Mallory Virginia Bender,MVB0515,Mallory.Virginia.Bender@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,2 - RegionalFieldService,Burke Randall Burnett,01-04-2010 07:34,PC-1658,Logon
Timon Jacob Gay,TJG0582,Timon.Jacob.Gay@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:34,PC-0183,Logon
Sasha Rina Huffman,SRH0155,Sasha.Rina.Huffman@dtaa.com,AdministrativeAssistant,1,4 - Finance,3 - FinancialPlanning,,Libby Rosalyn Richard,01-04-2010 07:34,PC-0470,Logon
Ian Jonas Morrow,IJM0444,Ian.Jonas.Morrow@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,7 - TestAndEvalualtion,Cameron Noel Elliott,01-04-2010 07:34,PC-4124,Logoff
Colt Ishmael Mccall,CIM0271,Colt.Ishmael.Mccall@dtaa.com,ComputerScientist,1,2 - ResearchAndEngineering,3 - Engineering,4 - SystemsEngineering,Gage Kaden Odonnell,01-04-2010 07:34,PC-4124,Logon
Cameron Shay Lester,CSL0949,Cameron.Shay.Lester@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:35,PC-1182,Logon
Anthony Aidan Nixon,AAN0823,Anthony.Aidan.Nixon@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,5 - AssemblyDept,Amy Lucy Chen,01-04-2010 07:35,PC-8916,Logon
Jonathan Gary Terry,JGT0221,Jonathan.Gary.Terry@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:35,PC-8884,Logon
Adam Kendall Harrell,AKH0758,Adam.Kendall.Harrell@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,4 - RegionalFieldService,Blaine Helen Cervantes,01-04-2010 07:35,PC-6105,Logon
Harrison Samuel Gonzales,HSG0818,Harrison.Samuel.Gonzales@dtaa.com,ComputerProgrammer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,5 - Software,Sara Gail George,01-04-2010 07:35,PC-7614,Logon
Mercedes Ina Landry,MIL0255,Mercedes.Ina.Landry@dtaa.com,ElectricalEngineer,1,2 - ResearchAndEngineering,3 - Engineering,2 - ElectricalEngineering,Dylan Tiger Terry,01-04-2010 07:35,PC-3311,Logon
Jared Geoffrey Morin,JGM0934,Jared.Geoffrey.Morin@dtaa.com,SoftwareEngineer,1,2 - ResearchAndEngineering,2 - SoftwareManagement,6 - Software,Caleb Mason Ball,01-04-2010 07:35,PC-3343,Logon
Kermit Coby Oliver,KCO0122,Kermit.Coby.Oliver@dtaa.com,IndustrialEngineer,1,3 - Manufacturing,1 - IndustrialEngineering,,Grant Tyrone Doyle,01-04-2010 07:35,PC-9926,Logon
Scott Gary Burks,SGB0140,Scott.Gary.Burks@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,1 - AssemblyDept,Shannon Chantale Price,01-04-2010 07:36,PC-5382,Logon
Nichole Azalia Frye,NAF0326,Nichole.Azalia.Frye@dtaa.com,Salesman,1,5 - SalesAndMarketing,2 - Sales,1 - RegionalSales,Meredith Ainsley Wolf,01-04-2010 07:36,PC-7886,Logon
Igor Ulric Yang,IUY0279,Igor.Ulric.Yang@dtaa.com,TestEngineer,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 07:36,PC-9245,Logon
Eve Isadora Mckenzie,EIM0156,Eve.Isadora.Mckenzie@dtaa.com,Statistician,1,4 - Finance,3 - FinancialPlanning,,Libby Rosalyn Richard,01-04-2010 07:36,PC-4030,Logon
Alan Benjamin Holder,ABH0663,Alan.Benjamin.Holder@dtaa.com,AssemblySupervisor,1,3 - Manufacturing,3 - Assembly,4 - AssemblyDept,Delilah Iliana Wilkinson,01-04-2010 07:36,PC-5329,Logon
Eagan Zephania Talley,EZT0640,Eagan.Zephania.Talley@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,3 - RegionalFieldService,Hedwig Regina Livingston,01-04-2010 07:36,PC-7843,Logon
Beatrice Alexis Kidd,BAK0964,Beatrice.Alexis.Kidd@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,6 - AssemblyDept,Sandra Beverly Diaz,01-04-2010 07:37,PC-9711,Logon
Jack Carlos Cannon,JCC0225,Jack.Carlos.Cannon@dtaa.com,ITAdmin,1,1 - Adminstration,6 - Security,2 - ElectronicSecurity,Frances Alisa Wiggins,01-04-2010 07:37,PC-1622,Logon
Erich Malik Wolf,EMW0105,Erich.Malik.Wolf@dtaa.com,AdministrativeAssistant,1,2 - ResearchAndEngineering,3 - Engineering,5 - TestAndEvalualtion,Rose Hanae Yates,01-04-2010 07:37,PC-6637,Logon
Kasper Lance Huffman,KLH0596,Kasper.Lance.Huffman@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:38,PC-5282,Logon
Shea Jane Franks,SJF0094,Shea.Jane.Franks@dtaa.com,MaterialsEngineer,1,2 - ResearchAndEngineering,3 - Engineering,3 - MaterialsEngineering,Ainsley MacKensie Doyle,01-04-2010 07:38,PC-1377,Logon
Charity Stacey Jennings,CSJ0340,Charity.Stacey.Jennings@dtaa.com,Technician,1,5 - SalesAndMarketing,3 - FieldService,1 - RegionalFieldService,Garrett Nicholas Solomon,01-04-2010 07:38,PC-6286,Logon
Rae Melissa Wilson,RMW0542,Rae.Melissa.Wilson@dtaa.com,Mathematician,1,2 - ResearchAndEngineering,1 - Research,3 - Lab,Honorato Ivan Wall,01-04-2010 07:38,PC-8055,Logon
Jorden Helen Pierce,JHP0583,Jorden.Helen.Pierce@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,3 - AssemblyDept,Whilemina Pandora England,01-04-2010 07:38,PC-2582,Logon
Hollee Shannon Dudley,HSD0457,Hollee.Shannon.Dudley@dtaa.com,ProductionLineWorker,1,3 - Manufacturing,3 - Assembly,2 - AssemblyDept,Armando Albert Walter,01-04-2010 07:38,PC-4011,Logon
